"User_ID sorted by SD","Ensembl_gene_id","symbol","cng_1","cng_2","cng_3","cng_4","wt_1","wt_2","wt_3","treatment30_1","treatment30_2","treatment30_3","treatment30_4"
" ENSMUSG00000052861","ENSMUSG00000052861","  Dnah6",4,7,0,4,51,72,68,17,14,17,9
" ENSMUSG00000027168","ENSMUSG00000027168","  Pax6",485,814,55,229,262,148,168,575,516,369,278
" ENSMUSG00000026579","ENSMUSG00000026579","  F5",63,22,1,9,54,21,4,23,71,35,2
" ENSMUSG00000021662","ENSMUSG00000021662","  Arhgef28",612,434,275,293,156,106,93,581,577,684,667
" ENSMUSG00000024042","ENSMUSG00000024042","  Sik1",614,220,110,176,1282,875,583,612,737,589,510
" ENSMUSG00000072941","ENSMUSG00000072941","  Sod3",113,16,5,15,27,8,4,41,60,45,6
" ENSMUSG00000020173","ENSMUSG00000020173","  Cobl",50,61,2,25,20,4,5,71,68,49,27
" ENSMUSG00000043424","ENSMUSG00000043424","  Eif3j2",3,51,1,47,4,20,0,7,5,4,52
" ENSMUSG00000058620","ENSMUSG00000058620","  Adra2b",11,18,16,3,58,98,66,43,28,25,120
" ENSMUSG00000040613","ENSMUSG00000040613","  Apobec1",55,5,11,3,0,0,5,26,44,52,15
" ENSMUSG00000041120","ENSMUSG00000041120","  Nbl1",122,83,10,60,38,9,14,118,86,64,54
" ENSMUSG00000046049","ENSMUSG00000046049","  Rp1l1",54,83,5,15,237,57,59,69,38,42,53
" ENSMUSG00000117822","ENSMUSG00000117822","  ",6,11,38,36,8,48,27,80,108,42,4
" ENSMUSG00000029648","ENSMUSG00000029648","  Flt1",189,141,19,134,89,27,33,242,90,142,101
" ENSMUSG00000080893","ENSMUSG00000080893","  Gm15920",92,70,45,71,10,65,64,124,114,56,4
" ENSMUSG00000050217","ENSMUSG00000050217","  Lgsn",0,5,0,16,0,23,0,3,0,7,84
" ENSMUSG00000036256","ENSMUSG00000036256","  Igfbp7",290,157,22,136,163,193,139,325,272,49,212
" ENSMUSG00000001870","ENSMUSG00000001870","  Ltbp1",56,6,7,17,39,0,0,34,66,20,10
" ENSMUSG00000000889","ENSMUSG00000000889","  Dbh",22,16,20,15,73,106,226,35,38,23,28
" ENSMUSG00000030226","ENSMUSG00000030226","  Lmo3",275,319,67,367,194,45,43,138,149,98,267
" ENSMUSG00000031805","ENSMUSG00000031805","  Jak3",335,147,81,118,64,52,70,357,384,295,218
" ENSMUSG00000029718","ENSMUSG00000029718","  Pcolce",288,59,44,64,54,61,26,189,215,194,145
" ENSMUSG00000015947","ENSMUSG00000015947","  Fcgr1",0,28,0,52,0,36,37,2,10,6,5
" ENSMUSG00000039728","ENSMUSG00000039728","  Slc6a5",36,62,0,13,10,0,7,46,48,29,33
" ENSMUSG00000059361","ENSMUSG00000059361","  Nrsn2",41,111,2,24,30,7,4,45,52,24,42
" ENSMUSG00000022103","ENSMUSG00000022103","  Gfra2",34,58,0,37,18,10,2,49,67,38,46
" ENSMUSG00000085304","ENSMUSG00000085304","  Gm12802",685,219,93,276,174,126,92,534,622,422,290
" ENSMUSG00000032232","ENSMUSG00000032232","  Cgnl1",92,64,8,43,45,22,1,64,51,85,27
" ENSMUSG00000001986","ENSMUSG00000001986","  Gria3",38,64,4,3,21,3,2,47,39,42,26
" ENSMUSG00000015090","ENSMUSG00000015090","  Ptgds",1917,339,182,688,756,499,394,526,1926,908,441
" ENSMUSG00000030717","ENSMUSG00000030717","  Nupr1",82,82,19,54,26,47,11,118,91,5,51
" ENSMUSG00000029343","ENSMUSG00000029343","  Crybb1",22,17,12,24,13,23,0,44,78,0,59
" ENSMUSG00000026728","ENSMUSG00000026728","  Vim",584,326,41,304,142,176,151,499,428,299,246
" ENSMUSG00000026355","ENSMUSG00000026355","  Mcm6",86,5,43,60,7,66,28,57,105,90,75
" ENSMUSG00000005413","ENSMUSG00000005413","  Hmox1",168,115,15,73,50,178,276,82,106,70,35
" ENSMUSG00000112987","ENSMUSG00000112987","  Gm5954",26,0,2,0,36,41,30,2,1,32,18
" ENSMUSG00000024647","ENSMUSG00000024647","  Cbln2",31,95,1,10,11,1,6,26,23,44,29
" ENSMUSG00000108854","ENSMUSG00000108854","  D830036C21Rik",10,3,0,3,13,57,76,3,23,8,16
" ENSMUSG00000019828","ENSMUSG00000019828","  Grm1",22,86,0,12,10,1,0,23,30,28,18
" ENSMUSG00000048612","ENSMUSG00000048612","  Myof",89,20,2,18,19,11,1,63,51,33,21
" ENSMUSG00000032515","ENSMUSG00000032515","  Csrnp1",411,298,25,149,192,150,301,365,308,287,185
" ENSMUSG00000000957","ENSMUSG00000000957","  Mmp14",75,51,2,38,22,15,1,57,55,45,35
" ENSMUSG00000044708","ENSMUSG00000044708","  Kcnj10",121,83,24,100,46,13,13,175,70,84,53
" ENSMUSG00000047298","ENSMUSG00000047298","  Kcnv2",32,50,0,6,136,29,26,29,31,48,34
" ENSMUSG00000026640","ENSMUSG00000026640","  Plxna2",94,211,23,82,90,24,15,119,121,94,114
" ENSMUSG00000039137","ENSMUSG00000039137","  Whrn",77,131,2,25,96,55,48,97,83,50,93
" ENSMUSG00000066975","ENSMUSG00000066975","  Cryba4",10,34,0,16,12,21,0,18,49,0,60
" ENSMUSG00000033453","ENSMUSG00000033453","  Adamts15",13,9,6,6,0,39,104,5,2,8,13
" ENSMUSG00000035131","ENSMUSG00000035131","  Brinp3",72,63,2,56,151,109,75,81,133,96,82
" ENSMUSG00000028943","ENSMUSG00000028943","  Espn",102,125,11,86,39,10,21,114,58,70,67
" ENSMUSG00000028583","ENSMUSG00000028583","  Pdpn",144,98,19,59,52,20,14,171,95,75,36
" ENSMUSG00000031837","ENSMUSG00000031837","  Necab2",74,102,6,47,49,14,14,108,87,61,27
" ENSMUSG00000021280","ENSMUSG00000021280","  Exoc3l4",51,51,47,21,76,299,193,35,41,32,63
" ENSMUSG00000022425","ENSMUSG00000022425","  Enpp2",118,82,14,63,110,17,8,85,49,66,27
" ENSMUSG00000074794","ENSMUSG00000074794","  Arrdc3",2953,1394,1109,961,3719,7321,7783,1702,2593,2688,2524
" ENSMUSG00000053519","ENSMUSG00000053519","  Kcnip1",35,95,2,5,44,2,14,22,39,14,12
" ENSMUSG00000116033","ENSMUSG00000116033","  Gm49442",36,52,24,19,3,4,12,39,69,86,61
" ENSMUSG00000113802","ENSMUSG00000113802","  4933416O17Rik",30,0,0,0,0,16,10,45,28,0,0
" ENSMUSG00000042770","ENSMUSG00000042770","  Hebp1",19,66,0,25,20,3,6,28,9,0,47
" ENSMUSG00000040852","ENSMUSG00000040852","  Plekhh2",82,55,2,62,33,37,20,115,98,93,47
" ENSMUSG00000024827","ENSMUSG00000024827","  Gldc",115,69,23,50,37,8,22,139,84,106,25
" ENSMUSG00000021379","ENSMUSG00000021379","  Id4",57,107,0,12,30,10,16,57,37,31,34
" ENSMUSG00000053861","ENSMUSG00000053861","  Gm9925",44,7,1,35,53,79,113,30,41,38,43
" ENSMUSG00000043004","ENSMUSG00000043004","  Gng2",75,140,4,32,36,9,15,58,47,29,47
" ENSMUSG00000078234","ENSMUSG00000078234","  Klhdc7a",46,7,10,18,21,82,112,37,26,9,7
" ENSMUSG00000028128","ENSMUSG00000028128","  F3",68,69,2,57,26,10,11,82,54,33,18
" ENSMUSG00000060371","ENSMUSG00000060371","  Caln1",62,123,4,32,28,20,4,42,47,25,58
" ENSMUSG00000103979","ENSMUSG00000103979","  Gm20305",0,30,0,21,2,31,37,2,0,0,0
" ENSMUSG00000042249","ENSMUSG00000042249","  Grk3",51,133,5,27,13,19,32,101,68,32,57
" ENSMUSG00000085731","ENSMUSG00000085731","  Gm16229",97,32,11,28,102,72,82,153,123,182,90
" ENSMUSG00000029135","ENSMUSG00000029135","  Fosl2",431,306,26,238,243,254,347,283,221,223,122
" ENSMUSG00000014599","ENSMUSG00000014599","  Csf1",231,105,65,92,25,23,23,123,154,99,95
" ENSMUSG00000048003","ENSMUSG00000048003","  Catsper4",0,54,52,72,62,104,57,75,81,41,113
" ENSMUSG00000113205","ENSMUSG00000113205","  Gm48525",7,41,11,11,0,0,0,41,39,7,0
" ENSMUSG00000031765","ENSMUSG00000031765","  Mt1",1175,569,238,390,1132,1501,2859,1024,1318,1241,820
" ENSMUSG00000117824","ENSMUSG00000117824","  ",0,33,43,58,39,26,23,64,30,0,19
" ENSMUSG00000024227","ENSMUSG00000024227","  Pdzph1",12,12,0,0,88,4,20,16,10,0,3
" ENSMUSG00000037405","ENSMUSG00000037405","  Icam1",92,50,4,48,8,6,12,36,64,36,34
" ENSMUSG00000029001","ENSMUSG00000029001","  Fbxo44",351,609,43,484,473,444,270,366,543,387,414
" ENSMUSG00000018604","ENSMUSG00000018604","  Tbx3",24,64,1,8,10,2,0,24,49,23,24
" ENSMUSG00000056073","ENSMUSG00000056073","  Grik2",30,76,1,9,25,1,8,49,35,16,33
" ENSMUSG00000103313","ENSMUSG00000103313","  Gm38357",96,12,30,34,18,173,147,57,37,38,54
" ENSMUSG00000100707","ENSMUSG00000100707","  Gm28523",154,80,12,106,249,174,177,149,206,164,133
" ENSMUSG00000067017","ENSMUSG00000067017","  Gm3608",3,34,0,31,1,40,30,0,4,4,2
" ENSMUSG00000006958","ENSMUSG00000006958","  Chrd",358,103,55,96,59,92,90,353,309,237,238
" ENSMUSG00000024659","ENSMUSG00000024659","  Anxa1",77,84,3,85,33,23,34,143,58,35,64
" ENSMUSG00000022577","ENSMUSG00000022577","  Ly6h",583,280,72,298,174,148,192,503,720,532,378
" ENSMUSG00000086962","ENSMUSG00000086962","  Gm12248",7,7,2,51,5,35,71,10,3,3,14
" ENSMUSG00000052387","ENSMUSG00000052387","  Trpm3",472,476,52,196,211,124,90,457,300,266,213
" ENSMUSG00000002324","ENSMUSG00000002324","  Rec8",3,0,0,0,24,25,27,2,1,7,52
" ENSMUSG00000074580","ENSMUSG00000074580","  4931440P22Rik",119,74,37,31,57,242,354,53,112,89,72
" ENSMUSG00000043621","ENSMUSG00000043621","  Ubxn10",27,6,2,15,7,66,82,12,40,12,8
" ENSMUSG00000079465","ENSMUSG00000079465","  Col4a3",59,49,7,36,37,49,58,72,58,0,60
" ENSMUSG00000053279","ENSMUSG00000053279","  Aldh1a1",228,162,19,100,66,40,41,217,138,85,88
" ENSMUSG00000066189","ENSMUSG00000066189","  Cacng3",57,101,0,27,57,13,13,34,59,30,32
" ENSMUSG00000055413","ENSMUSG00000055413","  H2-Q5",46,29,5,15,5,14,0,53,46,38,54
" ENSMUSG00000047205","ENSMUSG00000047205","  Dusp18",75,40,12,23,18,110,145,41,14,28,18
" ENSMUSG00000101122","ENSMUSG00000101122","  Gm17971",39,8,0,21,33,78,78,17,35,35,59
" ENSMUSG00000024313","ENSMUSG00000024313","  Mep1b",9,0,0,6,4,35,73,4,1,8,17
" ENSMUSG00000022587","ENSMUSG00000022587","  Ly6e",141,77,14,45,15,32,26,104,102,109,83
" ENSMUSG00000026679","ENSMUSG00000026679","  Enkur",1,0,2,1,1,35,60,5,3,13,0
" ENSMUSG00000014198","ENSMUSG00000014198","  Zfp385c",30,90,0,38,34,17,5,60,48,21,25
" ENSMUSG00000032343","ENSMUSG00000032343","  Impg1",13,44,0,6,79,10,8,38,31,31,43
" ENSMUSG00000022893","ENSMUSG00000022893","  Adamts1",641,539,71,241,211,178,119,437,429,515,251
" ENSMUSG00000113413","ENSMUSG00000113413","  Gm21941",78,93,70,54,15,30,22,107,83,39,5
" ENSMUSG00000030043","ENSMUSG00000030043","  Tacr1",482,178,477,88,167,532,622,437,270,568,829
" ENSMUSG00000025496","ENSMUSG00000025496","  Drd4",87,38,24,38,248,144,158,176,136,158,87
" ENSMUSG00000038530","ENSMUSG00000038530","  Rgs4",31,5,3,1,13,42,82,17,3,11,11
" ENSMUSG00000053175","ENSMUSG00000053175","  Bcl3",100,67,31,33,32,12,7,95,125,56,56
" ENSMUSG00000032667","ENSMUSG00000032667","  Pon2",157,78,38,40,48,27,18,166,178,107,67
" ENSMUSG00000005397","ENSMUSG00000005397","  Nid1",81,46,14,76,25,60,40,72,115,3,39
" ENSMUSG00000117465","ENSMUSG00000117465","  ",150,20,60,48,15,77,128,104,93,174,119
" ENSMUSG00000028977","ENSMUSG00000028977","  Casz1",78,154,13,32,217,55,35,116,58,99,71
" ENSMUSG00000036570","ENSMUSG00000036570","  Fxyd1",29,36,5,21,11,2,5,86,35,53,15
" ENSMUSG00000027597","ENSMUSG00000027597","  Ahcy",8,60,44,3,32,62,32,31,80,79,12
" ENSMUSG00000085008","ENSMUSG00000085008","  Dbhos",375,131,142,245,855,817,937,535,454,372,526
" ENSMUSG00000095241","ENSMUSG00000095241","  Gm5478",521,128,286,258,599,1230,1172,367,345,258,488
" ENSMUSG00000010311","ENSMUSG00000010311","  Optc",83,7,5,13,69,33,33,97,44,42,30
" ENSMUSG00000069662","ENSMUSG00000069662","  Marcks",189,402,25,78,110,139,129,186,309,168,170
" ENSMUSG00000033826","ENSMUSG00000033826","  Dnah8",22,44,1,26,43,101,96,13,24,34,26
" ENSMUSG00000029337","ENSMUSG00000029337","  Fgf5",41,26,20,2,8,86,88,16,22,10,24
" ENSMUSG00000029810","ENSMUSG00000029810","  Tmem176b",93,57,5,39,22,10,10,77,49,63,34
" ENSMUSG00000019997","ENSMUSG00000019997","  Ccn2",121,21,24,38,49,41,15,154,100,100,26
" ENSMUSG00000044349","ENSMUSG00000044349","  Snhg11",1597,830,217,724,1736,1728,2052,1926,1405,796,1357
" ENSMUSG00000044083","ENSMUSG00000044083","  Efcab8",39,22,4,48,14,11,0,36,2,6,46
" ENSMUSG00000005087","ENSMUSG00000005087","  Cd44",78,58,6,50,33,14,13,107,78,66,53
" ENSMUSG00000020682","ENSMUSG00000020682","  Mmp28",110,91,84,390,64,371,384,115,123,84,84
" ENSMUSG00000017724","ENSMUSG00000017724","  Etv4",343,413,89,393,681,933,1148,520,660,557,592
" ENSMUSG00000093656","ENSMUSG00000093656","  Gm20628",22,120,33,136,23,128,137,23,39,37,46
" ENSMUSG00000042842","ENSMUSG00000042842","  Serpinb6b",20,11,4,19,31,52,121,13,10,6,26
" ENSMUSG00000030862","ENSMUSG00000030862","  Cpxm2",57,1,0,22,17,0,0,0,18,14,5
" ENSMUSG00000037411","ENSMUSG00000037411","  Serpine1",67,8,6,13,50,82,72,45,66,19,25
" ENSMUSG00000021806","ENSMUSG00000021806","  Nid2",69,1,1,9,21,10,7,20,58,24,11
" ENSMUSG00000035085","ENSMUSG00000035085","  1700020L24Rik",28,16,12,93,21,110,113,28,33,28,13
" ENSMUSG00000016487","ENSMUSG00000016487","  Ppfibp1",79,43,15,82,50,11,1,51,30,22,40
" ENSMUSG00000001773","ENSMUSG00000001773","  Folh1",30,22,0,33,11,0,0,40,34,21,6
" ENSMUSG00000104443","ENSMUSG00000104443","  4932442E05Rik",181,98,53,43,130,293,475,90,169,178,152
" ENSMUSG00000031450","ENSMUSG00000031450","  Grk1",162,207,47,80,763,158,197,221,197,220,206
" ENSMUSG00000030513","ENSMUSG00000030513","  Pcsk6",35,48,10,26,27,0,11,63,82,46,29
" ENSMUSG00000003032","ENSMUSG00000003032","  Klf4",378,112,18,101,145,205,129,148,209,122,128
" ENSMUSG00000038418","ENSMUSG00000038418","  Egr1",19452,10230,4425,8037,25249,14390,21158,17403,41630,27594,26476
" ENSMUSG00000058794","ENSMUSG00000058794","  Nfe2",25,1,0,12,25,46,42,6,27,0,15
" ENSMUSG00000097886","ENSMUSG00000097886","  Gsg1l2",1,65,0,2,4,0,2,26,18,13,8
" ENSMUSG00000064373","ENSMUSG00000064373","  Selenop",75,16,0,13,20,12,1,44,30,36,23
" ENSMUSG00000040543","ENSMUSG00000040543","  Pitpnm3",546,367,98,309,1107,679,1061,508,613,627,438
" ENSMUSG00000031636","ENSMUSG00000031636","  Pdlim3",45,15,4,17,6,13,16,81,53,66,40
" ENSMUSG00000024190","ENSMUSG00000024190","  Dusp1",2126,703,330,560,1665,1608,2310,1440,2080,2137,1663
" ENSMUSG00000050211","ENSMUSG00000050211","  Pla2g4e",326,662,66,665,375,596,474,339,467,395,813
" ENSMUSG00000025856","ENSMUSG00000025856","  Pdgfa",295,137,79,161,210,514,913,166,191,187,161
" ENSMUSG00000084349","ENSMUSG00000084349","  Rpl3-ps1",26,32,25,3,2,1,5,35,52,11,2
" ENSMUSG00000029361","ENSMUSG00000029361","  Nos1",68,44,12,44,258,112,146,75,68,81,65
" ENSMUSG00000069833","ENSMUSG00000069833","  Ahnak",645,311,47,302,165,229,165,314,391,324,147
" ENSMUSG00000068303","ENSMUSG00000068303","  Spr-ps1",8,39,0,35,33,6,10,25,58,18,1
" ENSMUSG00000030847","ENSMUSG00000030847","  Bag3",87,74,2,38,22,27,23,77,67,41,15
" ENSMUSG00000097081","ENSMUSG00000097081","  Gm10425",17,17,11,18,34,121,111,13,19,22,16
" ENSMUSG00000000958","ENSMUSG00000000958","  Slc7a7",21,39,22,4,49,36,40,72,118,115,36
" ENSMUSG00000024806","ENSMUSG00000024806","  Mlana",49,6,0,9,14,2,0,0,40,23,8
" ENSMUSG00000034452","ENSMUSG00000034452","  Slc24a1",114,90,44,86,644,184,219,88,136,161,132
" ENSMUSG00000068735","ENSMUSG00000068735","  Trp53i11",48,47,0,14,7,0,0,16,24,10,8
" ENSMUSG00000078249","ENSMUSG00000078249","  Hmga1b",9,5,5,68,5,48,38,11,6,5,4
" ENSMUSG00000041598","ENSMUSG00000041598","  Cdc42ep4",124,194,13,41,62,38,32,106,98,74,119
" ENSMUSG00000052062","ENSMUSG00000052062","  Pard3b",39,19,0,10,20,2,0,27,36,23,0
" ENSMUSG00000004110","ENSMUSG00000004110","  Cacna1e",140,117,35,25,158,59,118,134,182,190,244
" ENSMUSG00000031189","ENSMUSG00000031189","  Aff2",55,66,11,51,2,8,28,39,67,52,23
" ENSMUSG00000024008","ENSMUSG00000024008","  Cpne5",29,74,0,15,35,5,2,29,28,29,19
" ENSMUSG00000060429","ENSMUSG00000060429","  Sntb1",106,46,6,70,56,11,21,77,66,73,34
" ENSMUSG00000026204","ENSMUSG00000026204","  Ptprn",1189,588,152,436,1127,1204,1505,1205,751,767,694
" ENSMUSG00000021219","ENSMUSG00000021219","  Rgs6",111,77,8,75,53,14,17,88,52,66,31
" ENSMUSG00000003352","ENSMUSG00000003352","  Cacnb3",78,64,1,47,50,10,30,69,34,60,45
" ENSMUSG00000028270","ENSMUSG00000028270","  Gbp2",63,36,0,16,10,11,1,44,22,33,11
" ENSMUSG00000060036","ENSMUSG00000060036","  Rpl3",348,312,57,392,442,465,452,147,153,349,481
" ENSMUSG00000064330","ENSMUSG00000064330","  Pde6h",49,40,1,3,24,12,3,49,38,28,14
" ENSMUSG00000053930","ENSMUSG00000053930","  Shisa6",65,85,26,45,4,11,15,56,83,49,26
" ENSMUSG00000024913","ENSMUSG00000024913","  Lrp5",41,27,6,24,18,2,1,61,44,42,17
" ENSMUSG00000114996","ENSMUSG00000114996","  Gm48958",5,1,0,0,12,33,63,10,2,15,12
" ENSMUSG00000024486","ENSMUSG00000024486","  Hbegf",142,84,4,32,28,84,48,56,69,33,33
" ENSMUSG00000026837","ENSMUSG00000026837","  Col5a1",38,30,1,41,41,13,14,75,52,11,67
" ENSMUSG00000112975","ENSMUSG00000112975","  Gm21297",21,0,1,0,14,24,5,0,0,34,32
" ENSMUSG00000034463","ENSMUSG00000034463","  Scara3",65,45,9,49,37,5,9,95,55,45,35
" ENSMUSG00000097261","ENSMUSG00000097261","  4930532G15Rik",23,12,14,4,20,103,61,17,20,22,3
" ENSMUSG00000053965","ENSMUSG00000053965","  Pde5a",42,27,5,13,35,8,0,12,84,23,14
" ENSMUSG00000041559","ENSMUSG00000041559","  Fmod",57,22,3,14,22,42,21,54,102,54,11
" ENSMUSG00000029723","ENSMUSG00000029723","  Tsc22d4",134,102,9,34,33,26,37,105,106,70,47
" ENSMUSG00000024247","ENSMUSG00000024247","  Pkdcc",459,590,290,336,139,88,84,338,407,392,284
" ENSMUSG00000030341","ENSMUSG00000030341","  Tnfrsf1a",75,45,11,42,4,5,5,36,31,23,9
" ENSMUSG00000037754","ENSMUSG00000037754","  Ppp1r16b",84,59,4,8,25,13,17,38,41,6,39
" ENSMUSG00000041313","ENSMUSG00000041313","  Slc7a1",210,246,79,128,173,349,1062,244,297,331,247
" ENSMUSG00000040489","ENSMUSG00000040489","  Sox30",38,30,12,72,6,66,30,26,29,36,149
" ENSMUSG00000025582","ENSMUSG00000025582","  Nptx1",208,381,25,197,218,125,159,252,285,155,143
" ENSMUSG00000042436","ENSMUSG00000042436","  Mfap4",64,7,2,24,39,21,16,29,82,41,9
" ENSMUSG00000021457","ENSMUSG00000021457","  Syk",24,31,9,38,5,0,42,32,22,42,1
" ENSMUSG00000025529","ENSMUSG00000025529","  Zfp711",38,28,3,24,16,68,110,41,62,68,62
" ENSMUSG00000021750","ENSMUSG00000021750","  Fam107a",47,21,4,17,45,7,4,64,63,28,15
" ENSMUSG00000022231","ENSMUSG00000022231","  Sema5a",84,91,10,37,57,20,19,122,74,89,79
" ENSMUSG00000106665","ENSMUSG00000106665","  Gm43389",89,37,29,9,22,112,158,52,66,47,38
" ENSMUSG00000027358","ENSMUSG00000027358","  Bmp2",84,3,1,23,18,4,5,18,25,21,6
" ENSMUSG00000090622","ENSMUSG00000090622","  A930033H14Rik",81,60,18,50,167,159,236,104,90,40,94
" ENSMUSG00000026691","ENSMUSG00000026691","  Fmo3",13,3,46,4,6,1,5,36,52,16,5
" ENSMUSG00000027401","ENSMUSG00000027401","  Tgm3",28,19,2,25,38,19,2,15,0,8,61
" ENSMUSG00000109645","ENSMUSG00000109645","  Gm45246",65,105,29,36,43,6,7,49,78,60,47
" ENSMUSG00000026407","ENSMUSG00000026407","  Cacna1s",1847,1142,609,945,4431,3956,4085,1704,2092,2120,1956
" ENSMUSG00000023964","ENSMUSG00000023964","  Calcr",124,39,12,46,74,127,182,61,117,101,124
" ENSMUSG00000040857","ENSMUSG00000040857","  Erf",268,152,17,86,115,119,137,210,213,175,129
" ENSMUSG00000034459","ENSMUSG00000034459","  Ifit1",36,28,4,17,1,0,3,44,35,21,9
" ENSMUSG00000027400","ENSMUSG00000027400","  Pdyn",51,74,13,19,19,5,38,59,98,68,24
" ENSMUSG00000018143","ENSMUSG00000018143","  Mafk",231,137,22,94,79,200,327,191,129,144,121
" ENSMUSG00000024331","ENSMUSG00000024331","  Dsc2",74,154,82,107,28,14,22,57,112,92,101
" ENSMUSG00000058174","ENSMUSG00000058174","  Gm5148",46,1,14,34,10,28,24,0,0,5,21
" ENSMUSG00000046223","ENSMUSG00000046223","  Plaur",15,1,2,2,10,37,55,15,8,0,2
" ENSMUSG00000049866","ENSMUSG00000049866","  Arl4c",132,108,19,44,99,218,252,77,75,83,133
" ENSMUSG00000034394","ENSMUSG00000034394","  Lif",90,24,0,26,4,9,16,35,8,19,19
" ENSMUSG00000042010","ENSMUSG00000042010","  Acacb",124,14,135,27,62,107,51,117,158,108,104
" ENSMUSG00000033825","ENSMUSG00000033825","  Tpsb2",6,0,0,0,22,35,46,4,10,1,8
" ENSMUSG00000020052","ENSMUSG00000020052","  Ascl1",60,18,13,11,55,133,104,31,36,45,61
" ENSMUSG00000044786","ENSMUSG00000044786","  Zfp36",883,890,169,528,558,341,338,1576,949,1004,600
" ENSMUSG00000032715","ENSMUSG00000032715","  Trib3",12,22,10,1,24,83,42,3,12,32,11
" ENSMUSG00000017978","ENSMUSG00000017978","  Cadps2",20,60,3,5,3,0,6,24,34,7,25
" ENSMUSG00000018217","ENSMUSG00000018217","  Pmp22",65,14,11,7,9,5,5,38,73,22,12
" ENSMUSG00000044037","ENSMUSG00000044037","  Als2cl",43,26,0,19,90,45,37,31,64,67,46
" ENSMUSG00000032564","ENSMUSG00000032564","  Cpne4",39,47,19,24,1,0,0,8,22,7,10
" ENSMUSG00000031374","ENSMUSG00000031374","  Zfp92",285,114,90,129,44,53,109,302,251,241,217
" ENSMUSG00000023067","ENSMUSG00000023067","  Cdkn1a",72,26,15,30,69,84,243,60,56,98,55
" ENSMUSG00000073125","ENSMUSG00000073125","  Xlr3b",25,45,15,48,0,15,9,68,33,10,45
" ENSMUSG00000002602","ENSMUSG00000002602","  Axl",38,32,0,38,12,4,6,43,29,47,10
" ENSMUSG00000087135","ENSMUSG00000087135","  Gm16096",3,6,5,2,18,0,3,47,50,7,4
" ENSMUSG00000040612","ENSMUSG00000040612","  Ildr2",95,107,24,81,79,18,17,149,70,106,52
" ENSMUSG00000050966","ENSMUSG00000050966","  Lin28a",80,31,56,42,64,238,308,74,79,85,121
" ENSMUSG00000006784","ENSMUSG00000006784","  Ttc25",37,19,16,16,20,73,157,11,29,25,16
" ENSMUSG00000022468","ENSMUSG00000022468","  Endou",348,284,232,171,111,76,106,407,535,456,259
" ENSMUSG00000102550","ENSMUSG00000102550","  Gm8276",4,40,3,27,5,56,52,6,15,17,7
" ENSMUSG00000086662","ENSMUSG00000086662","  BC046251",1770,745,175,948,1339,1032,1086,1486,1552,1199,987
" ENSMUSG00000059248","ENSMUSG00000059248","  Sept9",91,76,13,33,29,5,28,73,75,69,36
" ENSMUSG00000001985","ENSMUSG00000001985","  Grik3",89,24,2,19,11,5,21,40,33,48,13
" ENSMUSG00000031283","ENSMUSG00000031283","  Chrdl1",82,57,9,16,28,23,4,75,54,18,30
" ENSMUSG00000051022","ENSMUSG00000051022","  Hs3st1",88,57,27,50,21,6,14,99,72,65,37
" ENSMUSG00000044573","ENSMUSG00000044573","  Acp1",135,63,39,37,166,136,115,51,213,166,254
" ENSMUSG00000022847","ENSMUSG00000022847","  Thpo",107,36,17,25,18,18,25,86,96,86,82
" ENSMUSG00000031026","ENSMUSG00000031026","  Trim66",29,74,0,19,26,37,81,11,33,30,40
" ENSMUSG00000027070","ENSMUSG00000027070","  Lrp2",66,37,8,23,72,5,6,29,59,36,35
" ENSMUSG00000113047","ENSMUSG00000113047","  Gm47469",86,22,8,14,32,64,44,81,50,8,20
" ENSMUSG00000092837","ENSMUSG00000092837","  Rpph1",8,5,27,18,6,7,3,3,59,54,7
" ENSMUSG00000030223","ENSMUSG00000030223","  Ptpro",455,930,139,724,677,192,194,277,399,326,668
" ENSMUSG00000004651","ENSMUSG00000004651","  Tyr",30,1,0,5,16,1,0,7,53,15,4
" ENSMUSG00000019102","ENSMUSG00000019102","  Aldh3a1",47,29,13,67,35,39,37,139,68,9,95
" ENSMUSG00000095407","ENSMUSG00000095407","  Tmem200c",195,539,270,727,132,398,268,79,159,176,231
" ENSMUSG00000048960","ENSMUSG00000048960","  Prex2",66,100,13,61,45,10,14,108,44,55,37
" ENSMUSG00000022296","ENSMUSG00000022296","  Baalc",106,33,85,40,58,24,30,160,153,147,112
" ENSMUSG00000114094","ENSMUSG00000114094","  Gm48375",26,32,13,28,2,46,120,20,53,28,16
" ENSMUSG00000026064","ENSMUSG00000026064","  Ptp4a1",34,24,13,9,53,90,117,23,71,21,45
" ENSMUSG00000011179","ENSMUSG00000011179","  Odc1",431,248,195,157,547,893,1271,287,412,417,536
